City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,sao vicente,-23.9631,-46.3919,22.1,26,99,0.89,BR,1683783735
280,horta,38.5333,-28.6333,15.57,83,40,5.36,PT,1683783735
281,saipan,15.1355,145.701,29.8,100,10,4.47,MP,1683783593
282,val-d'or,48.1002,-77.7828,10.05,66,0,0.0,CA,1683783735
283,fallon,39.4735,-118.7774,13.29,41,40,3.09,US,1683783562
284,mount gambier,-37.8333,140.7667,16.97,52,20,4.05,AU,1683783735
285,shimoda,34.6667,138.95,20.2,74,54,3.25,JP,1683783620
286,alvaraes,-3.2208,-64.8042,22.29,100,98,0.74,BR,1683783736
287,flin flon,54.7682,-101.865,10.6,83,72,2.38,CA,1683783657
288,dzuunharaa,48.8523,106.4579,8.99,55,89,7.65,MN,1683783736
289,malabar,-33.9667,151.25,22.31,66,20,4.63,AU,1683783736
290,choibalsan,48.0667,114.5,20.8,22,100,5.26,MN,1683783736
291,jawf al maqbabah,13.8378,45.8349,26.38,57,53,0.93,YE,1683783736
292,obihiro,42.9172,143.2044,13.67,48,37,5.73,JP,1683783736
293,newman,37.3138,-121.0208,15.16,50,0,1.87,US,1683783737
294,dapa,9.7594,126.0531,29.66,68,77,1.97,PH,1683783737
295,severo-yeniseyskiy,60.3725,93.0408,5.47,49,100,5.82,RU,1683783737
296,bibiani,6.4635,-2.3194,21.77,97,100,0.61,GH,1683783737
297,midvagur,62.0511,-7.1939,8.46,93,100,0.51,FO,1683783737
298,coquimbo,-29.9533,-71.3436,12.85,94,100,1.54,CL,1683783737
299,igarka,67.4667,86.5833,-6.86,75,48,8.72,RU,1683783737
300,bankim,6.083,11.4905,20.97,96,99,0.48,CM,1683783738
301,gamay,12.3854,125.2979,28.63,81,94,3.21,PH,1683783738
302,sassandra,4.95,-6.0833,25.2,90,100,1.94,CI,1683783738
303,bihpuriagaon,27.0333,93.9,31.08,32,0,3.15,IN,1683783738
304,emmett,43.8735,-116.4993,14.35,64,0,1.66,US,1683783738
305,okha,53.5739,142.9478,2.17,79,46,3.15,RU,1683783738
306,el soberbio,-27.2985,-54.1988,13.5,96,0,0.27,AR,1683783738
307,pimentel,-6.8367,-79.9342,24.16,78,100,5.14,PE,1683783739
308,chernyshevskiy,63.0128,112.4714,1.19,56,68,3.7,RU,1683783739
309,khalkhal,37.6189,48.5258,16.56,46,8,2.4,IR,1683783739
310,kura,11.7697,8.4303,28.0,53,100,5.06,NG,1683783739
311,boguchany,58.3814,97.4531,11.15,29,52,3.19,RU,1683783739
312,hithadhoo,-0.6,73.0833,28.59,76,99,6.02,MV,1683783739
313,baoro,5.6667,15.9667,21.78,90,57,1.71,CF,1683783740
314,rio preto da eva,-2.6994,-59.6997,22.72,99,100,1.74,BR,1683783740
315,santa rosalia,27.3167,-112.2833,16.71,38,66,4.39,MX,1683783740
316,wanaraja,-7.1749,107.9808,26.43,81,80,1.84,ID,1683783740
317,revda,56.801,59.9303,13.36,43,94,2.02,RU,1683783740
318,page,36.9147,-111.4558,17.88,29,0,3.6,US,1683783590
319,praia da vitoria,38.7333,-27.0667,15.98,100,75,6.87,PT,1683783740
320,tobelo,1.7284,128.0095,28.94,77,72,0.86,ID,1683783741
321,coldwater,41.9403,-85.0005,13.41,76,0,0.0,US,1683783741
322,antsohihy,-14.8796,47.9875,27.85,58,7,2.28,MG,1683783741
323,alcantara,-2.4089,-44.4147,27.11,91,50,2.7,BR,1683783741
324,zhumysker,49.3333,49.4,13.18,78,100,2.26,KZ,1683783741
325,balabac,7.9868,117.0645,30.37,66,78,3.7,PH,1683783741
326,afaahiti,-17.75,-149.2833,26.93,85,100,14.51,PF,1683783742
327,betio village,1.358,172.9211,30.02,79,99,5.66,KI,1683783742
328,akdepe,42.0551,59.3788,23.05,27,100,6.16,TM,1683783742
329,valparaiso,-33.0393,-71.6273,15.0,66,0,2.06,CL,1683783742
330,makhambet,47.6667,51.5833,21.58,41,79,3.85,KZ,1683783742
331,huaidian,33.4333,115.0333,20.76,40,99,1.87,CN,1683783743
332,palmer,42.1584,-72.3287,14.23,75,0,0.0,US,1683783743
333,papao,-17.75,-149.55,27.82,88,100,16.22,PF,1683783743
334,ulsteinvik,62.3432,5.8487,10.5,92,99,1.92,NO,1683783743
335,lutsk,50.7593,25.3424,11.23,56,1,0.45,UA,1683783743
336,ago-are,8.5,3.4167,23.91,93,94,2.01,NG,1683783744
337,anadyr,64.75,177.4833,5.28,60,0,1.0,RU,1683783744
338,lisala,2.15,21.5167,23.89,79,71,1.01,CD,1683783744
339,las trojes,14.0667,-85.9833,20.21,86,22,0.69,HN,1683783744
340,egilsstadir,65.2653,-14.3948,6.95,81,75,0.0,IS,1683783744
341,martapura,-3.4167,114.85,33.05,62,40,3.6,ID,1683783745
342,ouahigouya,13.5828,-2.4216,28.39,30,100,3.79,BF,1683783745
343,valka,57.7752,26.0101,15.17,36,79,1.18,LV,1683783745
344,madanapalle,13.55,78.5,32.09,46,82,3.46,IN,1683783745
345,nova sintra,14.8667,-24.7167,19.54,84,19,8.06,CV,1683783745
346,san miguel,13.4833,-88.1833,25.12,82,83,0.4,SV,1683783745
347,gadzhiyevo,69.2551,33.3362,2.31,100,100,1.88,RU,1683783745
348,juan griego,11.0817,-63.9655,26.07,89,72,6.17,VE,1683783746
349,takab,36.4009,47.1133,16.19,34,79,1.31,IR,1683783746
350,mgandu,-5.95,34.1333,18.7,73,31,4.47,TZ,1683783746
351,ialibu,-6.2821,143.9935,18.42,92,99,0.76,PG,1683783746
352,bayganin,48.6947,55.8742,17.73,50,46,2.93,KZ,1683783746
353,gurupa,-1.405,-51.64,23.67,98,100,1.31,BR,1683783746
354,codrington,-38.2667,141.9667,17.16,55,5,5.36,AU,1683783746
355,sabha,27.0377,14.4283,17.09,56,0,5.92,LY,1683783747
356,fuyang,32.9,115.8167,22.19,37,89,2.12,CN,1683783747
357,kuta,-8.7233,115.1723,30.0,79,20,10.8,ID,1683783747
358,pop,40.8736,71.1089,29.27,12,48,2.73,UZ,1683783747
359,santa cruz,-17.8,-63.1667,18.7,88,40,3.09,BO,1683783747
360,vuktyl,63.8567,57.3094,0.9,80,80,1.1,RU,1683783747
361,syktyvkar,61.6764,50.8099,8.85,53,20,1.0,RU,1683783747
362,jumilla,38.4792,-1.325,15.29,82,72,2.1,ES,1683783748
363,pionerskiy,54.9508,20.2275,11.91,70,12,5.42,RU,1683783748
364,kununurra,-15.7667,128.7333,28.99,20,50,4.12,AU,1683783461
365,omdurman,15.6445,32.4777,34.21,7,51,4.27,SD,1683783748
366,sebastopol,44.6,33.5333,11.77,54,0,3.07,UA,1683783748
367,llallagua,-18.4167,-66.6333,4.72,74,100,1.3,BO,1683783748
368,saint-joseph,-21.3667,55.6167,26.93,68,72,5.79,RE,1683783748
369,flying fish cove,-10.4217,105.6791,27.82,89,100,8.23,CX,1683783749
370,maitum,6.0392,124.4986,31.08,69,100,2.75,PH,1683783749
371,parapat,2.663,98.9349,26.54,61,74,2.86,ID,1683783749
372,odda,60.0691,6.5457,10.98,88,100,2.17,NO,1683783749
373,mersa matruh,31.3525,27.2453,19.11,88,40,4.12,EG,1683783749
374,kerikeri,-35.2268,173.9474,9.39,91,19,7.13,NZ,1683783750
375,kabwe,-14.4469,28.4464,16.83,62,5,3.14,ZM,1683783750
376,todos santos,23.45,-110.2167,19.25,73,52,2.11,MX,1683783750
377,alice springs,-23.7,133.8833,20.75,21,0,3.09,AU,1683783497
378,kuqa,41.7278,82.9364,25.65,8,15,6.37,CN,1683783750
379,paita,-5.0892,-81.1144,23.8,85,8,4.37,PE,1683783750
380,london,51.5085,-0.1257,10.76,94,47,2.06,GB,1683783547
381,howard springs,-12.497,131.047,32.12,45,96,4.05,AU,1683783750
382,berdigestyakh,62.0989,126.6992,1.75,60,100,4.14,RU,1683783751
383,muisne,0.6,-80.0333,25.56,89,90,0.99,EC,1683783751
384,baikonur,45.6167,63.3167,29.77,19,100,2.3,KZ,1683783751
385,kudahuvadhoo,2.6708,72.8944,28.56,76,91,6.43,MV,1683783751
386,broome,42.2506,-75.833,10.92,69,28,0.89,US,1683783751
387,desaguadero,-16.5656,-69.0417,4.54,83,100,2.69,PE,1683783751
388,mejit,10.2753,170.8646,27.03,84,98,7.9,MH,1683783752
389,nova vicosa,-17.8919,-39.3719,22.81,83,37,0.63,BR,1683783646
390,thunder bay,48.4001,-89.3168,5.99,93,0,4.63,CA,1683783752
391,tura,25.5198,90.2201,35.68,29,0,3.26,IN,1683783752
392,corbelia,-24.7989,-53.3067,10.73,72,15,3.62,BR,1683783752
393,kotlas,61.2611,46.6556,10.8,65,25,1.85,RU,1683783752
394,weno,7.4515,151.8468,28.5,74,100,3.24,FM,1683783752
395,onguday,50.75,86.15,20.51,34,98,4.14,RU,1683783753
396,bodo,67.28,14.405,8.58,92,75,3.13,NO,1683783753
397,minot air force base,48.4209,-101.3391,16.05,68,75,4.12,US,1683783753
398,umm kaddadah,13.6017,26.6876,31.03,37,63,5.73,SD,1683783753
399,male,4.1748,73.5089,29.97,79,75,6.69,MV,1683783753
400,aberdeen,57.1437,-2.0981,8.44,100,59,2.06,GB,1683783753
401,heber city,40.5069,-111.4132,9.66,86,67,1.0,US,1683783676
402,kapit,2.0167,112.9333,34.94,46,65,1.26,MY,1683783753
403,morehead city,34.7229,-76.726,20.56,86,0,2.06,US,1683783614
404,mouila,-1.8685,11.0559,23.59,96,62,0.57,GA,1683783754
405,waqqas,32.5427,35.6053,27.0,19,35,1.66,JO,1683783754
406,yuzhno-kurilsk,44.0306,145.8556,2.72,84,100,8.84,RU,1683783754
407,sitka,57.0531,-135.33,10.94,62,100,8.75,US,1683783754
408,ventspils,57.3894,21.5606,10.96,62,0,1.54,LV,1683783754
409,altamont,42.2068,-121.7372,9.94,71,20,2.57,US,1683783754
410,port-vila,-17.7338,168.3219,25.78,83,100,5.14,VU,1683783755
411,tegueste,28.5167,-16.3167,16.66,87,20,5.14,ES,1683783755
412,kapa'a,22.0752,-159.319,23.99,85,100,5.66,US,1683783755
413,paris,48.8534,2.3488,11.43,91,100,3.6,FR,1683783044
414,collie,-33.3667,116.15,16.9,42,32,2.27,AU,1683783755
415,velyka oleksandrivka,47.3197,33.3037,11.69,55,12,3.26,UA,1683783755
416,kingston,17.997,-76.7936,27.53,82,20,6.69,JM,1683783524
417,laayoune,27.1622,-13.2032,20.19,100,100,9.26,EH,1683783756
418,tofol,5.3248,163.0078,29.04,74,100,3.17,FM,1683783756
419,tefe,-3.3542,-64.7114,22.47,100,99,0.78,BR,1683783756
420,emerald,-23.5333,148.1667,20.75,64,98,6.44,AU,1683783756
421,tacuarembo,-31.7333,-55.9833,6.59,92,26,2.03,UY,1683783756
422,chicoana,-25.1009,-65.5331,12.81,76,1,1.25,AR,1683783756
423,deschutes river woods,43.9915,-121.3584,9.06,76,40,0.45,US,1683783756
424,haiku-pauwela,20.9219,-156.3051,22.25,86,40,7.72,US,1683783756
425,volnovakha,47.601,37.4967,7.49,74,44,4.78,UA,1683783757
426,florida,28.7505,-82.5001,22.26,89,0,1.54,US,1683783757
427,sinan,34.8262,126.1086,23.06,78,100,2.93,KR,1683783757
428,gargalianoi,37.0667,21.6333,16.86,85,100,0.82,GR,1683783757
429,khanty-mansiysk,61.0042,69.0019,5.06,52,40,4.02,RU,1683783621
430,regina,50.4501,-104.6178,12.99,58,20,1.54,CA,1683783242
431,richards bay,-28.783,32.0377,19.82,82,0,3.25,ZA,1683783636
432,changji,44.0167,87.3167,28.44,11,0,4.0,CN,1683783758
433,saint-philippe,-21.3585,55.7679,26.77,79,90,3.56,RE,1683783758
434,mahenge,-8.6833,36.7167,20.12,74,27,0.9,TZ,1683783758
435,tacna,-18.0056,-70.2483,15.5,91,51,0.98,PE,1683783758
436,ipojuca,-8.3989,-35.0639,27.95,88,15,0.58,BR,1683783758
437,freetown,8.484,-13.2299,25.84,83,75,4.63,SL,1683783758
438,swakopmund,-22.6833,14.5333,13.32,91,6,0.45,NA,1683783758
439,ernee,48.2976,-0.9314,9.75,96,92,1.91,FR,1683783759
440,kaduy,59.2,37.15,14.84,44,23,1.41,RU,1683783759
441,lihue,21.9789,-159.3672,23.58,87,100,5.66,US,1683783709
442,eraan,9.0629,117.7016,30.11,70,89,2.3,PH,1683783759
443,togur,58.3631,82.8265,13.1,28,100,3.36,RU,1683783759
444,tapes,-30.6733,-51.3958,10.41,83,16,2.1,BR,1683783759
445,merizo village,13.2658,144.6691,32.31,92,4,3.12,GU,1683783759
446,dwarka,22.2394,68.9678,28.86,77,2,5.14,IN,1683783760
447,usinsk,65.9939,57.5281,-0.56,74,100,1.63,RU,1683783760
448,smithers,54.7804,-127.1743,14.18,51,100,0.0,CA,1683783760
449,acaponeta,22.4964,-105.3594,20.95,63,0,0.4,MX,1683783760
450,noumea,-22.2763,166.4572,24.44,99,100,6.66,NC,1683783711
451,forio,40.7342,13.8646,18.01,90,2,2.24,IT,1683783760
452,kourou,5.1552,-52.6478,24.03,96,100,0.91,GF,1683783760
453,bamboo flat,11.7,92.7167,31.05,70,75,4.12,IN,1683783761
454,usta muhammad,28.1794,68.0445,41.51,6,29,0.19,PK,1683783761
455,wesley,15.5667,-61.3167,26.3,76,100,8.25,DM,1683783761
456,carutapera,-1.195,-46.02,24.18,94,75,1.6,BR,1683783761
457,ambovombe,-25.1667,46.0833,24.68,64,82,1.45,MG,1683783761
458,san jose del guaviare,2.5729,-72.6459,22.07,96,100,1.36,CO,1683783761
459,tingi,-11.3,35.0333,19.01,68,75,1.17,TZ,1683783761
460,yengema,8.7167,-11.1667,22.6,88,100,1.05,SL,1683783762
461,frontera,26.9333,-101.45,27.4,59,0,1.79,MX,1683783762
462,at taj,24.2049,23.2857,22.7,39,0,6.31,LY,1683783762
463,serhiyivka,46.0272,30.3768,11.26,65,13,1.99,UA,1683783762
464,bafra,41.5678,35.9069,10.05,93,100,1.12,TR,1683783700
465,vite,17.2833,74.55,34.69,30,78,1.41,IN,1683783762
466,kolosovka,56.4678,73.611,14.17,33,42,3.23,RU,1683783762
467,san rafael,-34.6177,-68.3301,14.85,47,100,0.38,AR,1683783763
468,ormara,25.2088,64.6357,29.39,69,0,6.92,PK,1683783763
469,mournies,35.4764,24.0092,18.79,82,75,2.06,GR,1683783763
470,tot'ma,59.9747,42.7642,15.26,49,16,0.72,RU,1683783763
471,lomo de arico,28.1667,-16.4833,19.8,75,0,5.14,ES,1683783763
472,klaksvik,62.2266,-6.589,8.51,85,20,3.28,FO,1683783763
473,east london,-33.0153,27.9116,18.52,48,0,2.06,ZA,1683783763
474,kingsland,30.8,-81.6898,24.42,93,70,1.41,US,1683783764
475,najafabad,32.6344,51.3668,16.3,20,15,3.75,IR,1683783764
476,port saint john's,-31.6229,29.5448,19.6,43,4,2.97,ZA,1683783764
477,arkhipo-osipovka,44.37,38.52,12.21,54,1,2.95,RU,1683783764
478,kabala,9.5833,-11.55,24.23,77,100,0.39,SL,1683783764
479,tambura,5.6,27.4667,24.15,77,77,2.6,SS,1683783764
480,ziniare,12.5822,-1.2983,29.72,43,74,4.52,BF,1683783764
481,sola,-13.8833,167.55,27.91,69,9,8.23,VU,1683783765
482,pizarro,4.9533,-77.366,24.98,89,100,1.38,CO,1683783765
483,koulamoutou,-1.1303,12.4736,21.82,91,61,0.12,GA,1683783765
484,cafayate,-26.073,-65.9761,13.18,76,0,0.38,AR,1683783765
485,malmberget,67.1753,20.6549,7.31,71,0,1.54,SE,1683783766
486,bikenibeu village,1.3673,173.1241,29.98,74,40,4.12,KI,1683783766
487,magnaga,7.1694,125.8931,31.99,68,99,1.69,PH,1683783766
488,toliara,-23.35,43.6667,24.88,65,100,1.95,MG,1683783766
489,baruun-urt,46.6806,113.2792,19.77,15,100,6.01,MN,1683783766
490,vypasne,45.8756,34.1773,11.72,59,7,3.53,UA,1683783767
491,potoci,43.4086,17.8786,14.73,93,100,0.51,BA,1683783767
492,curup,-3.4667,102.5333,31.04,47,29,1.82,ID,1683783767
493,una,20.8167,71.0333,42.22,13,4,3.32,IN,1683783767
494,sisimiut,66.9395,-53.6735,-3.01,76,75,6.11,GL,1683783767
495,dadukou,26.5479,101.7054,30.84,30,39,2.08,CN,1683783767
496,verkhnevilyuysk,63.4453,120.3167,4.42,39,100,2.03,RU,1683783768
497,jonquiere,48.4165,-71.2488,10.67,56,50,0.51,CA,1683783678
498,nikol'sk,53.7189,46.0712,13.09,51,98,4.9,RU,1683783768
499,labrador city,52.9463,-66.9114,-4.05,80,40,1.54,CA,1683783768
500,trenggalek,-8.05,111.7167,28.89,82,64,1.86,ID,1683783768
501,margate,51.3813,1.3862,9.93,90,82,5.21,GB,1683783768
502,saint marys,30.7305,-81.5465,24.47,91,100,4.12,US,1683783516
503,korla,41.7597,86.1469,23.01,16,1,4.16,CN,1683783769
504,hami,42.8,93.45,26.57,10,9,6.1,CN,1683783769
505,darab,28.7519,54.5444,30.74,14,1,2.86,IR,1683783769
506,pirallahi,40.4723,50.333,20.08,64,2,5.53,AZ,1683783769
507,itoman,26.1247,127.6694,26.21,52,20,6.17,JP,1683783605
508,ballina,-28.8667,153.5667,19.45,91,30,3.21,AU,1683783769
509,lompoc,34.6391,-120.4579,12.1,83,100,6.26,US,1683783769
510,padangsidempuan,1.3667,99.2667,30.16,70,72,2.32,ID,1683783769
511,oltinko'l,40.8011,72.1634,31.83,12,29,1.73,UZ,1683783770
512,dumingag,8.1692,123.3506,32.66,60,100,0.33,PH,1683783770
513,holualoa,19.6228,-155.9522,23.91,84,100,3.09,US,1683783770
514,san antonio de pale,-1.4014,5.6325,26.99,78,100,4.69,GQ,1683783770
515,mahdia,35.5047,11.0622,18.97,63,46,4.15,TN,1683783770
516,inhambane,-23.865,35.3833,21.99,88,75,0.0,MZ,1683783770
517,polyarnyy,69.1989,33.4478,2.82,99,100,1.9,RU,1683783664
518,aguililla,18.7333,-102.7333,21.69,75,3,1.8,MX,1683783771
519,pacific grove,36.6177,-121.9166,12.03,82,75,2.57,US,1683783771
520,crane,31.3974,-102.3501,26.91,24,0,11.42,US,1683783771
521,bryne,58.7354,5.6477,10.13,94,100,4.63,NO,1683783771
522,antsiranana,-12.2787,49.2917,24.42,88,75,3.09,MG,1683783771
523,dolinsk,47.35,142.8,5.75,66,90,3.06,RU,1683783771
524,bontang,0.1333,117.5,29.46,67,30,3.07,ID,1683783771
525,nantucket,41.2835,-70.0995,13.33,79,0,7.72,US,1683783765
526,wanning,18.8003,110.3967,29.27,75,70,3.86,CN,1683783772
527,mount isa,-20.7333,139.5,26.87,18,0,2.57,AU,1683783772
528,shiguai,40.7058,110.2856,18.09,20,45,9.16,CN,1683783772
529,campos belos,-13.0367,-46.7717,23.43,52,71,1.47,BR,1683783772
530,goksun,38.021,36.4973,16.55,39,35,1.68,TR,1683783772
531,pandan,14.0453,124.1694,29.16,69,100,4.47,PH,1683783772
532,telemaco borba,-24.3239,-50.6156,12.06,99,71,1.09,BR,1683783772
533,saint-pierre,-21.3393,55.4781,27.54,65,0,9.26,RE,1683783773
534,jindabyne,-36.4167,148.6333,11.52,65,0,2.0,AU,1683783773
535,queensbury,53.7667,-1.9167,9.77,93,90,2.54,GB,1683783773
536,port moresby,-9.4431,147.1797,30.68,70,40,5.14,PG,1683783773
537,assab,13.0092,42.7394,29.87,72,89,6.66,ER,1683783773
538,puerto colombia,10.9878,-74.9547,27.05,89,98,3.83,CO,1683783773
539,muroto-misakicho,33.2833,134.15,20.0,55,64,5.83,JP,1683783773
540,tsagan aman,47.5639,46.7218,11.76,90,100,1.89,RU,1683783774
541,newcastle,-32.9272,151.7765,20.55,72,20,4.12,AU,1683783745
542,tulu bolo,8.6667,38.2167,18.98,67,84,1.24,ET,1683783774
543,atakpame,7.5333,1.1333,22.31,89,94,1.74,TG,1683783774
544,jilib,0.4883,42.7854,29.51,64,91,3.34,SO,1683783774
545,ardakan,32.31,54.0175,25.95,25,49,0.56,IR,1683783774
546,chibougamau,49.9168,-74.3659,8.79,57,0,2.57,CA,1683783624
547,zaraza,9.3503,-65.3245,24.52,81,60,1.78,VE,1683783775
548,elverum,60.8819,11.5623,8.19,70,11,0.85,NO,1683783775
549,kirensk,57.7853,108.1119,8.4,37,97,2.8,RU,1683783775
550,tetiiv,49.3767,29.6647,9.97,63,19,2.56,UA,1683783775
551,akureyri,65.6835,-18.0878,4.96,93,100,1.54,IS,1683783775
552,idri,27.5,13.2667,18.2,41,0,4.57,LY,1683783775
553,lerwick,60.1545,-1.1494,8.0,91,22,2.15,GB,1683783775
554,port blair,11.6667,92.75,31.02,70,75,4.12,IN,1683783775
555,pokachi,61.7198,75.3683,3.02,59,86,6.45,RU,1683783776
556,al bawiti,28.3492,28.8659,26.93,16,22,7.04,EG,1683783776
557,mirny,62.5353,113.9611,2.91,34,80,4.92,RU,1683783776
558,petaluma,38.2324,-122.6367,12.41,80,100,3.09,US,1683783776
559,morondava,-20.2833,44.2833,25.32,71,88,2.57,MG,1683783776
